pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
heme biosynthesis (I) (M171),0.00949796472184532,0.0328387078148907,0.742371292351182,1.7359171828236,48,7,E2F2|ALAS2|HEMGN|FECH|HMBS|ALAD
KLF12 targets network (M32.3),0.0108858858858859,0.037241188556978,0.572676098448654,1.72804833474682,57,16,RHOG|GNB2|CLPTM1|GNAI2|POR|PPP2R1A|CORO1A|NBEAL2|NR1H2|NRBP1
"cell activation (IL15, IL23, TNF) (M24)",0.0113005171423099,0.0382569590755283,0.674998366683191,1.71462887499798,58,9,SBNO2|BCL3|SERPING1|IL15|MAP3K8
T cell differentiation via ITK and PKC (M18),0.0118093631379165,0.0395674538126068,-0.639749029996153,-1.74758519997937,55,11,BCL2|ETS1|ABLIM1|PRKCQ|ITK|PRKCH
T cell differentiation (M14),0.0121516865702912,0.0402989605647413,-0.654133423866916,-1.73336769754777,57,10,BCL11B|TCF7|TXK|ITK|RASGRP1|MAL|UBASH3A|SH2D1A|CD28|SPOCK2
Plasma cell surface signature (S3),0.0137864077669903,0.0452584093360792,0.696622539035981,1.69705057263759,70,8,CLPTM1L|HM13|SCARB2|TXNDC15|SLC44A1|ICAM2|KRTCAP2|TRAM2
TBA (M105),0.0140765765765766,0.0452959147266078,0.563290880906589,1.69972847018684,74,16,CDKN2C|CA2|LPCAT2|IGFBP7|SLC22A4|IRAK3|MGST1|CLEC11A|RETN|CPNE2|BTBD3|JAG1|VSTM1
enriched in DNA interacting proteins (M182),0.0139807292650671,0.0452959147266078,0.613440475077895,1.70059966482406,73,12,YWHAH|POLD3|STIL|STMN1|TFDP1|DONSON|ACAT1
"extracellular matrix, collagen (M210)",0.015600624024961,0.0497078706677679,0.753331708804226,1.66685893469768,79,6,TIMP1|SERPINA1|C1QA|COL6A3|EFEMP2|COL8A2
antiviral IFN signature (M75),0.0164803940140178,0.0520012432481144,0.538688799393843,1.67798088963116,86,18,RARA|BCL3|IRF7|SERPING1|C1QB|PML|OAS3|CARD9|OAS1|HERC5|IFIT1|DDX60|RSAD2
BCR signaling (M54),0.0186311787072243,0.0576679340937896,0.614779524197461,1.65782912948288,97,11,PTPN6|VAV1|LYN|BTK|SYK|RAC2
"myeloid cell cytokines, metallopeptidases and laminins (M78)",0.0185257410296412,0.0576679340937896,0.74762866368195,1.65424009547194,94,6,GSN|IL10|MMP9
TBA (M32.5),0.019663452448478,0.060288887224107,0.583035914224579,1.65541483094449,103,13,RALY|PPP2R1A|NUCB1|DNM2|HMG20B|NRBP1|AP2M1|UBE2M|MLF2
"RA, WNT, CSF receptors network (monocyte) (M23)",0.0200803212851406,0.0609916300716886,0.629832966614662,1.65231809106872,104,10,RARA|SPI1|CSF1R|FZD1|RXRA|CSF2RA
enriched for TF motif PAX3 (M179),0.020288642543401,0.0610537854315307,-0.65451878835418,-1.67722422942162,96,9,CASP8AP2|PURA|TRMT11|BMI1|RANBP6|TNFAIP8|PMS1|NUP54
regulation of antigen presentation and immune response (M5.0),0.0207365033964962,0.0618290238886356,0.352252313712348,1.4959352884907,115,67,NCKAP1L|VASP|MYD88|LILRB1|LILRB2|FCER1G|CSK|PTPN6|HCK|TLR2|TLR1|FGR|LYN|BTK|PAK1|MAPK14|CD86|LY96|IRAK3|SYK|RPS6KA1|LCP2
enriched in NK cells (III) (M157),0.0212179079142797,0.0621245051544224,-0.581271010996637,-1.66715669748948,99,13,PTPN4|MATK|RASGRP1|KLRC3|C1orf21|GPR18|TIGIT|TRGC2
erythrocyte differentiation (M173),0.0211671612265084,0.0621245051544224,0.869624225973365,1.52423464984132,106,3,BPGM|LYL1|HMBS
TBA (M203),0.0214482905075388,0.0622383429906259,-0.594104628698039,-1.66122230171926,100,12,AGL|ZBTB41|MBNL2|EEA1|ATF2|RCN2|C12orf29|IKZF5
"extracellular matrix, complement (M140)",0.023454157782516,0.0674566484895371,0.69928215138405,1.63516008059103,120,7,TIMP2|IGFBP7|FCN1|MMP9|CRISPLD2|CFP
"plasma cells, immunoglobulins (M156.1)",0.0247079103619996,0.0704392181372796,0.645687852154959,1.64017439179959,128,9,TXNDC5|IGHG1|IGKC|IGHA1|DERL3|POU2AF1
recruitment of neutrophils (M132),0.0265210608424337,0.0749508241199213,0.730273279839759,1.61583871625961,135,6,FPR2|FPR1|C5AR1|PTAFR|FFAR2
enriched in activated dendritic cells/monocytes (M64),0.0281716770656079,0.0769394541707778,0.566038033711844,1.60715272082589,148,13,SLC31A2|DRAM1|BASP1|SIRPA|SLC15A3|ANPEP
enriched in cell cycle (M167),0.0281503873039864,0.0769394541707778,0.543411906645448,1.60805316507816,148,15,STRADB|BCL2L1|AKT1|PPP2R1A|DNM2|GSPT1|CDC34|PSMD3
TBA (M201),0.0281553398058252,0.0769394541707778,0.663730841364122,1.61692271107529,144,8,TGM2|C2orf88|TSPAN5|PBX1|SLC14A1|ARHGEF12
TBA (M246),0.028160453808752,0.0769394541707778,-0.923486189477735,-1.43048964760167,138,2,POLR2J4
purine nucleotide biosynthesis (M212),0.030039675042509,0.0813574532401285,0.580041614930199,1.60801025691865,158,12,MTHFD1|CCT3|FKBP3|CCT7|PAICS|RUVBL2|CHCHD3
small GTPase mediated signal transduction (M215),0.0304175325902135,0.0816999842299123,0.538443376744811,1.59335039516312,160,15,RHOG|GMIP|ARAP1|VAV1|ARHGDIA|ARHGDIB
enriched in NK cells (KIR cluster) (M61.1),0.0312755519215045,0.0833160194630243,-0.790295215473363,-1.54358058569702,152,4,KIR2DL1|KIR2DS4|KIR2DL3|KIR3DL1
T cell activation and signaling (M5.1),0.0318512184694314,0.0841597235980911,-0.483515051654103,-1.58122045540979,148,20,CD247|TRAF3IP3|PRKACB|ITK|ZAP70|LCK|CD3E|CD2|CCR7
chaperonin mediated protein folding (II) (M204.1),0.0327022375215146,0.0857115096330021,0.6059330823085,1.58961859246073,170,10,CCT5|CCT3|CCT7|VBP1|CCT4
cell division in stimulated CD4 T cells (M4.6),0.0354719906958713,0.0922271758092654,0.675717585072539,1.58005809053914,182,7,BRCA2|BRCA1|FANCL|CDCA7|FANCI|NCAPG2
integrin cell surface interactions (II) (M1.1),0.0360039564787339,0.0925824792178349,0.846134112153786,1.48306233156506,181,3,VWF|LAMC1|LAMB2
enriched in B cells (IV) (M47.3),0.0364632533534857,0.0925824792178349,0.567060905862086,1.57202471245713,192,12,CD180|BTK|IGHG1|IGHA1|CPNE5|CDK14
translation initiation factor 3 complex (M245),0.0364550597108737,0.0925824792178349,-0.602681705007022,-1.59702739723437,173,10,EEF1B2|UXT|FBL|EIF3D|EIF3E
TBA (M229),0.0400674820750738,0.100945206778287,-0.573225239601918,-1.56586395291442,189,11,DYNLT3|CDKN2AIP|BMI1|CRY1|CAND1
leukocyte activation and migration (M45),0.0408745247148289,0.101406263605492,0.575402085860813,1.55164298998168,214,11,FCER1G|PTPN6|SELPLG
"cell cycle, mitotic phase (M230)",0.0407001265288908,0.101406263605492,-0.57229156033476,-1.56331344639966,192,11,TUBE1|MIS12|NAE1|HACE1
"T cell surface, activation (M36)",0.0443679479824058,0.109239265865772,0.586965608582346,1.53985889164982,231,10,LILRB1|LILRB2|LILRB3|LILRB4|TYROBP
transmembrane transport (II) (M191),0.0456095481670929,0.111451903415829,-0.521686689350452,-1.53337000199982,213,14,ATP8A1|AXIN2|MDFIC|SIRT1|SPNS3
RIG-1 like receptor signaling (M68),0.0474898236092266,0.115180542335811,0.656981195537319,1.53624602389086,244,7,TRIM25|IRF7|ISG15
T cell differentiation (Th2) (M19),0.0524176294394523,0.126190589391274,-0.492102782544876,-1.50533753903614,244,16,PKIA|GATA3|LAT|LCK|MAL|UBASH3A|DPP4|CD28|TRAT1|CD3G|GRAP2
mitotic cell cycle in stimulated CD4 T cells (M4.5),0.0540946656649136,0.12927034074336,0.462762136244821,1.48077323359837,287,20,TYMS|KIF11|RRM2|UHRF1|CDCA5|TOP2A|TACC3|LAG3
mismatch repair (II) (M22.1),0.0551672019648593,0.130161778930768,0.541494183543856,1.50114781213602,291,12,POLD3|PCNA|RFC2|RPA3|RFC4|MSH6|POLD1|MLH1
TBA (M121),0.0552686938229107,0.130161778930768,0.575631388786349,1.51012444234378,288,10,PLSCR1|IL15|IGKC|TAP1|SLAMF7
"Membrane, ER proteins (M134)",0.0559223300970874,0.130753649507578,0.621999211666459,1.51525978444429,287,8,RGL1|NAV1|DHCR24|ENG|PTK2
mitotic cell cycle in stimulated CD4 T cells (M4.11),0.0579173166926677,0.134450913750836,0.684850394059194,1.51533379642388,296,6,TK1|AURKB|STMN1
enriched in B cells (VI) (M69),0.0591979630808402,0.136449205682788,-0.520835625876383,-1.49382058548239,278,13,BTLA|FCRL1|MS4A1|CXCR5|FCRL2|ADAM28|CD79A|CD22|CD19
TBA (M211),0.0605489210140373,0.138580276968747,-0.565579685249089,-1.49871191568933,288,10,ADD3|MDFIC|BMI1|CMPK1|CCNG1
"myeloid, dendritic cell activation via NFkB (I) (M43.0)",0.0642585551330799,0.146042170757,0.548031798588236,1.47783562045026,337,11,BCL3|SAMSN1|MAP3K8|RELB
TBA (M241),0.0662479740680713,0.149517997028633,-0.878795589482612,-1.3612634465317,326,2,PAN2|CCNL2
TBA (M208),0.0675010258514567,0.151295402770506,-0.664533791799909,-1.49020609717693,328,6,TUBE1|SCAI|ARHGAP5
TBA (M93),0.0688140556368961,0.153181973164323,-0.577039934513529,-1.47868231856812,328,9,PTCH1|CAMK4|TGFBR3|LIF|PRKCA|TNF
innate activation by cytosolic DNA sensing (M13),0.0695269105535338,0.153715958706792,0.58427897410068,1.48418373953996,362,9,PYCARD|IRF7|AIM2
"MAPK, RAS signaling (M100)",0.0726716389366992,0.159582990908292,0.558122169527421,1.46419035937966,379,10,AKT1|MAP3K11|RASGRP4|MAP2K2|ARRB2|RAC2
T cell activation (II) (M7.3),0.074217907227616,0.161884696972988,-0.389157815865749,-1.39881269153738,343,28,CD247|STAT4|IL18R1|NLRC3|ITK|ZAP70|LCK|CD3E
extracellular matrix (II) (M2.1),0.0788880540946657,0.170924117205109,0.440583703821626,1.40980539391742,419,20,SMPDL3A|LILRB2|GRN|ENTPD1|SPARC|TNFSF13|MPO|VCAN|CST3|FGL2|CTSH
cell adhesion (GO) (M117),0.0827929096411587,0.178196659823686,-0.424181988744247,-1.40048199897813,382,21,BCL2|LEF1|CD40LG|CD96|LY9|PRKCQ|NELL2|ZAP70
TBA (M184.0),0.0858034321372855,0.183461285819854,0.656327936043523,1.45222359752036,439,6,CDKN2B|FOXO4|DLG4|TRPM4|MAP2K7
TBA (M114.0),0.0934613963797562,0.198529109956998,0.379347231818711,1.35020746373648,505,30,ZNRF1|DOCK5|NFE2|IGFBP7|TAL1|KCNK5|MPO|MGST1|CLEC11A|BST1|RGL4|ACTN1|CPNE2|BTBD3|ATP8B4|SLC40A1|JAG1|VSTM1
TBA (M79),0.0976824363148822,0.206147998716472,0.557955003560386,1.41731566663665,509,9,TBXAS1|AQP9|FAM20C|DPYD|ANPEP|MGAM|TFEC|SULF2
enriched in activated dendritic cells (I) (M119),0.0994296577946768,0.208481540537226,0.518222264362795,1.39745051940161,522,11,RGL1|RIN2|CD86|PLXDC2|PRKCD|SLAMF8
TBA (M244),0.108519269776876,0.226081812035159,-0.946654227800865,-1.25986141718551,534,1,CAMK2N1
suppression of MAPK signaling (M56),0.111596958174905,0.229176132907259,0.511026057127468,1.3780450553174,586,11,DUSP3|HSPA6|CD14|RASGRP4|ARRB2
enriched in G-protein coupled receptors (M130),0.111273792093704,0.229176132907259,-0.541343226996467,-1.38720842381753,531,9,PTGDR|ADRB2|S1PR5|ITPR3|GPR18|CCL5|F2R
TBA (M186),0.112120015791552,0.229176132907259,0.84633516151831,1.3118470580833,567,2,PDLIM7|CPEB3
inflammasome receptors and signaling (M53),0.113357264311355,0.230256943132439,0.495492961899737,1.37362172723014,599,12,PAK1|NOD2|NLRC4|CARD9|TLR4|RXRA|BIRC2
cytoskeleton/actin (SRF transcription targets) (M145.1),0.121341345221942,0.244943709298952,0.588932709978445,1.37712546445671,625,7,TNS1|MYL9|ACTA2|TPM1|MYLK
chemokines and receptors (M38),0.12252427184466,0.245804866355028,0.563494947882816,1.37273684154157,630,8,CCR5|HCK|DOCK2
TBA (M194),0.131238054788702,0.261670968136984,-0.47893712704756,-1.33919346549501,617,12,MTO1|ARMC1|ADNP|CTCF|PPP2R5C|NOC3L|ATF1|CRNKL1|XPO1
enriched in plasma membrane proteins (I) (M135.0),0.13367139959432,0.261706053422615,-0.934187091849716,-1.24326944188303,658,1,CUBN
enriched in plasma membrane proteins (II) (M135.1),0.13367139959432,0.261706053422615,-0.934187091849716,-1.24326944188303,658,1,CUBN
transmembrane and ion transporters (I) (M142),0.13367139959432,0.261706053422615,-0.934187091849716,-1.24326944188303,658,1,CUBN
enriched in nuclear pore complex interacting proteins (M247),0.138133874239351,0.268823407950833,-0.930370621660589,-1.23819026577003,680,1,FAM153A
E2F1 targets (Q3) (M10.0),0.143764002987304,0.278114886731392,0.392129620991261,1.28872987036615,769,22,GMNN|PCNA|MCM4|RANBP1|MCM2|EZH2|STMN1|UNG|ATAD2|ARHGAP6|MCM6|HMGA1|FBXO5
"CCR1, 7 and cell signaling (M59)",0.146715188661176,0.282144593579185,0.523300439587969,1.32928624468479,765,9,BCL6|TIMP2|MAPK14|CCR1|CISH
enriched for TF motif TTCNRGNNNNTTC (M172),0.153417303324386,0.292067708595795,-0.561806374313167,-1.32179450052809,742,7,CXCL3|FOSB
chromosome Y linked (M240),0.153672548215018,0.292067708595795,-0.59546252281678,-1.33531491263744,748,6,USP9Y|PRKY|DDX3Y|UTY
cell division (M37.3),0.15700898833429,0.296673960515373,0.497271475237019,1.30455326770669,820,10,RUVBL1|RBBP8|CCNE1|SAC3D1|NUP37|VRK1|CKAP2|BLM|NCAPD2
TBA (M185),0.160263653483992,0.301073337469928,0.442849962045855,1.28378137900229,850,14,HPRT1|NPTN|SYNJ1|RB1|BNIP2
"IL2, IL7, TCR network (M65)",0.162581185837,0.303671755155316,-0.492678998003148,-1.30553466500835,775,10,BCL2|TRBC1|ITK|LCK|IL7R|LTB
cytoskeletal remodeling (M32.8),0.166571046089118,0.307588579425929,0.491190608251249,1.28860058332439,870,10,ZYX|AKT1|TLN1|AP2M1|MAP7D1|TGFB1
TBA (M184.1),0.165916650361964,0.307588579425929,0.678672992985899,1.30949918181691,847,4,CDKN2B|DLG4|TRPM4
glycerophospholipid metabolism (M114.1),0.168550086190385,0.309484621536018,0.509452910155998,1.2941107909602,879,9,LPCAT2|IGFBP7|MBOAT2|SLC40A1|PLA2G4A|SVIL
TBA (M174),0.170469220835127,0.310523054849019,-0.371184902734509,-1.24427162209986,791,22,MDFIC|SACM1L|BMI1|ZBED5|ZBTB11
TBA (M220),0.171332807570978,0.310523054849019,0.917394623017556,1.2212773049889,868,1,KCNC3
Memory B cell surface signature (S9),0.171981999608687,0.310523054849019,0.674111408248896,1.30069760647411,878,4,FCGR2B|ITM2C|JAM3|CD52
TBA (M137),0.177532384795073,0.318773619107176,-0.418426092976825,-1.25595766066102,835,15,AGL|ATF2|TLK1|TCERG1|ZMYM2|SMARCA5|TSNAX|PIKFYVE|PANK3|PLEKHF2|USP1|RNF6
TBA (M236),0.181018227529855,0.323246834874742,-0.482790806040496,-1.27933225444524,863,10,ZNF189|BET1|GTF2E1|POLR1B|CRNKL1|C17orf80|GIMAP6|EXOSC3|PAQR8
TBA (M70.1),0.182579890880748,0.324253904569635,0.621871553406295,1.29305844004502,936,5,PDLIM7|CDKN2B|FOXO4|FUT7|PIK3CD
integrins and cell adhesion (M84),0.189514563106796,0.331274733181437,0.522521276312997,1.27292038585116,975,8,LILRB2|ITGB2|SELL
"lipid metabolism, endoplasmic reticulum (M92)",0.189591078066915,0.331274733181437,0.664411753155616,1.28198212709033,968,4,TBXAS1|MGST1|CYP1B1
cytokines - recepters cluster (M115),0.189514563106796,0.331274733181437,0.522210008382511,1.27216210229001,975,8,IL10|IL15RA|IL15
enriched in B cells (III) (M47.2),0.194402704733283,0.332277065920843,0.383283530862349,1.22645296347189,1034,20,CD180|ALOX5|BTK|IGKC|IGHA1
"signal transduction, plasma membrane (M82)",0.192878338278932,0.332277065920843,0.722356550819909,1.26611109881073,974,3,DOCK4|LAMC1|PDGFRB
golgi membrane (I) (M113),0.198046351273702,0.332277065920843,0.493133669333469,1.25265670319722,1033,9,SORT1|LPCAT2|TLR8|SGMS2|B3GNT5
TBA (M128),0.194010965837199,0.332277065920843,-0.458818686912155,-1.25334265333153,919,11,CLK1|CCNT2|PIK3C2A|NDUFA5|ARID4A|USP1|RNF6
TBA (source: B cells) (M152.0),0.198343848580442,0.332277065920843,0.903994572131286,1.2034385498638,1005,1,MEFV
TBA (source: naive B cells) (M152.1),0.198343848580442,0.332277065920843,0.903994572131286,1.2034385498638,1005,1,MEFV
TBA (source: memory B cells) (M152.2),0.198343848580442,0.332277065920843,0.903994572131286,1.2034385498638,1005,1,MEFV
TBA (M190),0.19610307982401,0.332277065920843,-0.475427412618645,-1.2598202285556,935,10,BUB3|BMI1|USP16|CCNG1|IL1B
complement activation (II) (M112.1),0.205634905106633,0.340795427943484,0.65414265158262,1.26216790102444,1050,4,CLU|C1R
MHC-TLR7-TLR8 cluster (M146),0.205439248679319,0.340795427943484,0.654299756204054,1.26247103430859,1049,4,TLR8|TLR7|CD74|CD4
G protein coupled receptors cluster (M155),0.207623060716338,0.340795427943484,0.487424646820931,1.23815466092397,1083,9,FPR2|FPR1|PTAFR|P2RY2|PTGER2
leukocyte differentiation (M160),0.207254864915927,0.340795427943484,0.414095802430714,1.22538365023119,1096,15,RARA|BCL3
transmembrane and ion transporters (II) (M224),0.213330632090762,0.348404298640691,-0.779050042408821,-1.20675656369015,1052,2,CACNA1F|SLC4A3
cell development (M175),0.215079846371538,0.34950475035375,-0.702844814886064,-1.23729216853203,1063,3,AXIN2
TBA (M72.2),0.21678616617461,0.350524895555961,-0.448411158446233,-1.22491268804417,1027,11,SACM1L|ZDHHC17|RNF111|PPP1R12A|ARID4B|G3BP2|STAG2|PLEKHF2|FMR1
enriched in antigen presentation (I) (M71),0.241155096576783,0.387102889825592,0.456062219439055,1.19644397129999,1260,10,HMOX1|SLC27A2|ASPH|FAR2|CD74
putative targets of PAX3 (M89.1),0.241790420414139,0.387102889825592,-0.469740727305616,-1.20372484854747,1155,9,CD83|DUSP2|NR4A2|RGS1
putative targets of PAX3 (M89.0),0.254688832054561,0.403774977647475,-0.397892447852662,-1.16950720808921,1194,14,CXCL2|PLK2|CD83|EGR1|SIK1|DUSP2|NR4A2|G0S2
interferon alpha response (I) (M158.0),0.253548895899054,0.403774977647475,0.875752692731745,1.16584167988494,1285,1,ST14
"nuclear pore, transport; mRNA splicing, processing (M143)",0.256861512675466,0.405242677764692,-0.448536440738135,-1.18856268336276,1225,10,NUP160|NUP205|UPF3B|NUP133|NUP107|NCBP2|NUP54
integrin cell surface interactions (I) (M1.0),0.258265633856036,0.405489521754646,0.423622667776611,1.17438055703987,1366,12,ITGA2B|MYL9|ITGB3|LAMC1|COL6A3|ITGAV|PTK2|ITGA5|PDGFRB
G protein mediated calcium signaling (M159),0.260486496839686,0.407010151312009,0.465568561655995,1.18263589737146,1359,9,GNA15|CALM3|GNAQ|PRKAR2B|GNG11
TBA (M177.1),0.27190964233424,0.42282599884511,-0.455458112019432,-1.16712521406222,1299,9,ZFP3|ZNF623
TBA (M32.7),0.274851561003639,0.425365511077061,0.459482110361723,1.16717511161178,1434,9,EIF4G1|MAP2K2|UBE2M|HGS|MAP7D1|STK11|TSC2
axon guidance (M110),0.280375660340442,0.429821177408697,0.615168556534711,1.18696740519691,1432,4,RRAS|PTK2|RHOC|NRP1
TBA (M249),0.280169799878714,0.429821177408697,-0.669459555950979,-1.17852056127262,1385,3,ANKRD44
antigen processing and presentation (M200),0.286251236399604,0.436768318450101,0.672941921855427,1.17949956313,1446,3,METTL7A|WDFY4|CD1D
TBA (M125),0.289812067260139,0.440135148876379,0.670370684536432,1.17499282458993,1464,3,CDKN2B|FUT7|MAPRE3
chemokine cluster (II) (M27.1),0.295631825273011,0.446885317273156,0.518770604570037,1.14785745400079,1515,6,CCR5|CCR1|CXCL5
extracellular matrix (I) (M2.0),0.301401380464338,0.450078745872885,-0.444533671825385,-1.1391310050153,1440,9,AEBP1|COL6A2
transcriptional targets of glucocorticoid receptor (M74),0.302847113884555,0.450078745872885,0.515373190288884,1.14034016741478,1552,6,SCD|BTK|KCTD15
chaperonin mediated protein folding (I) (M204.0),0.3015065913371,0.450078745872885,0.388825791810457,1.12717026980438,1600,14,CCT5|CCT3|CCT7|HSPD1|CCT4|SUCLG1
CD4 T cell surface signature Th2-stimulated (S7),0.303283831834344,0.450078745872885,-0.444095419964284,-1.13800797134063,1449,9,MAL|CLDND1|SLC37A3|CD28|SLC4A7|CD3G
proinflammatory cytokines and chemokines (M29),0.308370947886746,0.455547991196329,-0.510520572131077,-1.1448339854372,1502,6,PTX3|IL1B|C3|TNF
enriched for promoter motif NATCACGTGAY (putative SREBF1 targets) (M178),0.313757700205339,0.46140838265491,-0.546150479256325,-1.15032419816593,1527,5,SOCS2|PRKCE|CAMK2D|BLNK
Hox cluster IV (M17.3),0.316855753646677,0.463865405113379,-0.732350404176392,-1.13441834163616,1563,2,HOXB2
integrin mediated leukocyte migration (M39),0.325245764484418,0.471896756506409,-0.436470219822217,-1.1184681649057,1554,9,TXK|PLCG1|ITK
enriched for ubiquitination (M138),0.324968367777309,0.471896756506409,-0.406650288800729,-1.11083564484617,1540,11,ZBTB41|MBNL2|RPS6KB1|PIK3C2A|UBR1
TBA (M151),0.330595482546201,0.477526808122291,-0.538239126367783,-1.13366098717633,1609,5,BCL11B|RORA|PRKCH
cell junction (M162.1),0.33448275862069,0.480687090668498,-0.836231023662115,-1.11290392164927,1648,1,EPB41L5
spliceosome (M250),0.33574144486692,0.480687090668498,0.40890876887354,1.10267313997562,1765,11,SNRPG|LSM3|SNRPD3|MAGOH|SNRPA|SNRPF|SNRPD1
targets of FOSL1/2 (M0),0.353078721745908,0.501806475390612,0.531393975587504,1.10492827877202,1811,5,THBD|MMP9|IL6|PLAU
signaling in T cells (I) (M35.0),0.353580562659847,0.501806475390612,-0.367541648231762,-1.08029848065677,1658,14,JUN|TNFRSF9|EGR1|IL2RA|FOSB|TNF
cell cell adhesion (M133.1),0.370340356564019,0.522649087287871,-0.7110072770669,-1.10135761725777,1827,2,JUP
TBA (M214),0.37148288973384,0.522649087287871,0.397198406918895,1.07109469859773,1953,11,PIK3CG|TMEM30A|RP2|ZFAND6
double positive thymocytes (M126),0.378532264867145,0.530271491731992,-0.388200892229854,-1.06043792498405,1794,11,APBB1|BCL11B|CD3E|UBASH3A|SH2D1A
golgi membrane (II) (M237),0.38475975975976,0.536682068334429,0.349472627610286,1.05453256005881,2049,16,C1GALT1C1|COPB2|SGMS1|SLC35A5|GOLPH3L
TBA (M176),0.391075050709939,0.543159792652693,-0.806377745738275,-1.07317347738755,1927,1,IGFBP3
CD28 costimulation (M12),0.396949711459192,0.544340321621255,-0.423088587457013,-1.04661856555639,1925,8,THEM4|LCK|SH2D1A|CD28|TRAT1|GRAP2|LIME1
"myeloid, dendritic cell activation via NFkB (II) (M43.1)",0.394861137351219,0.544340321621255,0.377690162545964,1.04704497001352,2089,12,BCL3|RELB|PRKCD
TBA (M205),0.396878954027836,0.544340321621255,-0.383085812434441,-1.04646519923059,1881,11,SIRT1|RAPGEF6|AKAP11|RPS6KB1|BMPR2|RNF111
T cell signaling and costimulation (M44),0.402221796590692,0.544394311727027,0.410421737471548,1.04255209601988,2099,9,LCP1|ARHGDIB|MAPK14|IFI30
cytoskeleton/actin (SRF transcription targets) (M145.0),0.40368932038835,0.544394311727027,0.42729408864568,1.04093628498482,2078,8,EPS8|ACTA2|TPM1|MYLK
TBA (M180),0.399049429657795,0.544394311727027,0.388385862365339,1.04733058074618,2098,11,HIF1A|ACSL4|NPTN|SYNJ1
Naive B cell surface signature (S8),0.401798786864673,0.544394311727027,-0.407647723938034,-1.0446096457776,1920,9,CXCR4|BTLA
heme biosynthesis (II) (M222),0.408346333853354,0.548399002075786,0.469865720199347,1.03964809216066,2093,6,BLVRB|HMBS|UROD|ALAD
B cell development (M9),0.430292598967298,0.573135633870376,0.388023326573983,1.01794919643689,2249,10,SPI1|LYN|TNFSF13|TLR4|CBFA2T3
enriched for SMAD2/3 signaling (M97),0.430105306628123,0.573135633870376,-0.430924659016752,-1.01386148408629,2082,7,GATA3|RUNX2|TCL1A
enriched in B cell differentiation (M123),0.441673536685903,0.58589346703232,-0.407872900235548,-1.00897864520448,2142,8,BCL11B
extracellular matrix (III) (M2.2),0.447325769854133,0.587774175264957,-0.679303909705383,-1.05224877370223,2207,2,AEBP1
T cell activation (IV) (M52),0.44851690912526,0.587774175264957,0.361587325596053,1.00240416095008,2373,12,SPI1|PTPN6|UNC93B1|LAG3|SELL|LPXN|PTPRC
TBA (M148),0.446768060836502,0.587774175264957,0.373969778103603,1.00845582405453,2349,11,ADAM9|SYNJ1|TMEM30A|RB1
TBA (M177.0),0.454623841345117,0.593384531876157,-0.280015507829281,-0.996252850352814,2108,27,ZFP3|ZNF623|ZNF559|ZNF234|FAM135A|ZNF780A|ZMYM1
phosphatidylinositol signaling system (M101),0.469314079422383,0.610108303249097,-0.354280383578285,-0.99063101991254,2209,12,AGL|PIK3C3|CLK1|PIK3C2A|PPP1R12A|IMPA1
enriched in extracellular matrix & associated proteins (M202),0.473630831643002,0.613267013083568,-0.763802900517344,-1.01651244608249,2334,1,PCOLCE
B cell surface signature (S2),0.477114210985179,0.615325867341996,-0.269860600416568,-0.984849429734454,2188,30,PLD4|LY9|SLC6A16|BTLA|FCRL1|MS4A1|CXCR5|FCRL2|ADAM28|CD79A|TMEM156|CD37|CD22
CD1 and other DC receptors (M50),0.486739469578783,0.625258211909504,0.438865535713649,0.971055553331666,2495,6,CSF1R|ANPEP|IL1R1|CSF2RA|CD9
Hox cluster II (M17.1),0.491085899513776,0.62589379349795,-0.659541984732825,-1.0216373477686,2423,2,PDGFD|HOXB3
Hox cluster VI (M107),0.491085899513776,0.62589379349795,-0.659541984732825,-1.0216373477686,2423,2,HOXB2|HOXB3
enriched for unknown TF motif CTCNANGTGNY (M62.1),0.501436192039393,0.634844758392426,-0.428161005601477,-0.960144012229318,2443,6,SMPD3|DTX3
intracellular transport (M147),0.502015701251857,0.634844758392426,-0.30699887507454,-0.958073815407009,2365,17,CEP120|SIRT1|NUP133|NUP107|RAD21|PIK3C2A|PPP1R12A
enriched in B cells (II) (M47.1),0.508029513888889,0.635220768601799,-0.261043467433433,-0.962932447629191,2340,31,KLF8|TCL1A|PAX5|FCRLA|BCL11A|MS4A1|CXCR5|PAWR|EBF1|KLHL14|CD79A|BLNK|PLEKHG1|RALGPS2|TPD52|CD19|SP140|BANK1
TBA (M108),0.508176614881439,0.635220768601799,-0.495989925582692,-0.968752441924098,2485,4,AXIN2
TBA (M207),0.506482982171799,0.635220768601799,-0.651823579304495,-1.00968145802491,2499,2,SMG6|RIMS3
TBA (M26.0),0.521474878444084,0.649346113005086,-0.643765903307888,-0.997200034666113,2573,2,GPA33|CRABP2
TBA (M161),0.523728493098885,0.649663207088311,0.333035700901774,0.945588813752611,2769,13,BCL2L1|SLC7A5|RB1|BNIP2|MBNL3|RBM38|SPAST
"immuregulation - monocytes, T and B cells (M57)",0.545754328112119,0.669321345797881,-0.37269241622141,-0.921950659089874,2647,8,FCER2|IGHD|BLK|CD79A|CAMK2D|CCL4
enriched in hepatocyte nuclear factors (I) (M88.1),0.54243979470983,0.669321345797881,0.634860050890585,0.984053750716595,2747,2,GMDS|PIP5K1B
